instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE668D01028,13836,DONEAR,DONEAR IND. LIMITED,122.37,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE266Y01019,936,DPABHUSHAN,D. P. ABHUSHAN LIMITED,1370.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SCO01019,24286,DPEL,DIVINE POWER ENERGY LTD,85.2,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE360C01024,15419,DPSCLTD,DPSC LIMITED,18.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE864X01013,16900,DPWIRES,D P WIRES LIMITED,405.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE03RS01027,2651,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,25.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JS101016,10859,DREAMFOLKS,DREAMFOLKS SERVICES LTD,474.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE506A01018,11274,DREDGECORP,DREDGING CORP OF INDIA,910.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0P7201019,17383,DRONE,DRONE DESTINATION LIMITED,252.15,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE089A01023,881,DRREDDY,DR. REDDY S LABORATORIES,6787.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02CV01017,6686,DRSDILIP,DRS DILIP ROADLINES LTD.,138.5,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE417B01040,25690,DSSL,DYNACONS SYS & SOLN LTD,1507.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE341R01014,6227,DTIL,DHUNSERI TEA & IND. LTD.,257.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JRD01019,24313,DTL,DIENSTEN TECH LIMITED,153.05,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE0LZO01015,13769,DUCOL,DUCOL ORGS AND COLOURS LT,142.35,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE741L01018,28956,DUCON,DUCON INFRATECHNOLOGIES L,9.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0HPK01020,5457,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,72.85,,,0.05,2500,EQUITY,,NSE_EQ
NSE_EQ|INE0OUW01013,24164,DURLAX,DURLAX TOP SURFACE LTD,65.6,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE477B01010,15214,DVL,DHUNSERI VENTURES LIMITED,423.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE366A01041,11667,DWARKESH,DWARIKESH SUGAR IND LTD,74.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE600Y01019,10417,DYCL,DYNAMIC CABLES LIMITED,558.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE221B01012,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,8034.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0DZ701010,6079,DYNAMIC,DYNAMIC SRVCS & SEC LTD,267.1,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE256H01015,21318,DYNPRO,DYNEMIC PRODUCTS LIMITED,424.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE07O001026,2792,EASEMYTRIP,EASY TRIP PLANNERS LTD,38.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE738I01010,15179,ECLERX,ECLERX SERVICES LTD,2870.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE06HJ01020,25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,443.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE532F01054,15119,EDELWEISS,EDELWEISS FIN SERV LTD,113.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KFF01017,19267,EFACTOR,E FACTOR EXPERIENCES LTD,219.0,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE0U9101019,24435,EFFWA,EFFWA INFRA & RESEARCH L,319.6,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE0Q1W01012,20899,EFORCE,ELECTRO FORCE (INDIA) LTD,75.1,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE066A01021,910,EICHERMOT,EICHER MOTORS LTD,4833.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE126A01031,916,EIDPARRY,EID PARRY INDIA LTD,833.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE546V01010,6040,EIFFL,EURO (I) FRESH FOODS LTD,174.34,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE276C01014,15399,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,399.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE230A01023,919,EIHOTEL,EIH LIMITED,373.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE158B01016,7915,EIMCOELECO,EIMCO ELECON (INDIA) LTD,3113.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE184H01027,13091,EKC,EVEREST KANTO CYLINDERLTD,185.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE668G01021,8953,ELDEHSG,ELDECO HSG & IND LTD.,975.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE205B01031,13643,ELECON,ELECON ENG. CO. LTD,620.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE086A01029,928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,215.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE822G01016,14902,ELECTHERM,ELECTROTHERM (I) LTD.,960.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE285A01027,937,ELGIEQUIP,ELGI EQUIPMENTS LTD,698.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE819L01012,24928,ELGIRUBCO,ELGI RUBBER CO. LTD,111.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE050401020,13423,ELIN,ELIN ELECTRONICS LIMITED,257.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE548C01032,13517,EMAMILTD,EMAMI LIMITED,824.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE830C01026,10074,EMAMIPAP,EMAMI PAPER MILLS LIMITED,127.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE778K01012,19281,EMAMIREAL,EMAMI REALTY LIMITED,116.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE041025011,9383,EMBASSY,EMBASSY OFFICE PARKS REIT,389.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE069I01010,14450,EMBDL,EQUINOX INDIA DEV LTD,131.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE168P01015,24398,EMCURE,EMCURE PHARMACEUTICALS L,1410.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02YR01019,11530,EMIL,ELECTRONICS MART IND LTD,219.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE296H01011,13424,EMKAY,EMKAY GLOBAL FIN SERV LTD,179.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE332S01011,10253,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,935.0,,,0.05,300,EQUITY,,NSE_EQ
NSE_EQ|INE753K01015,18142,EMMBI,EMMBI INDUSTRIES LIMITED,124.41,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0S1L01013,23745,EMMIL,ENERGY MISSION MACH IND L,483.4,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE0OV601013,18593,EMSLIMITED,EMS LIMITED,823.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE01QM01018,9756,EMUDHRA,EMUDHRA LIMITED,817.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE913H01037,18822,ENDURANCE,ENDURANCE TECHNO. LTD.,2541.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE306C01019,15053,ENERGYDEV,ENERGY DEVE. CO.LTD,26.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0S3X01014,23227,ENFUSE,ENFUSE SOLUTIONS LIMITED,176.0,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE510A01028,4907,ENGINERSIN,ENGINEERS INDIA LTD,218.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE265F01028,13192,ENIL,ENTERTAIN NET. IND. LTD.,210.42,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R9I01013,23230,ENSER,ENSER COMMUNICATIONS LTD,275.8,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE010601016,22717,ENTERO,ENTERO HEALTHCARE SOLU L,1402.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0G5901015,22463,EPACK,EPACK DURABLE LIMITED,255.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE071N01016,5382,EPIGRAL,EPIGRAL LIMITED,1943.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE255A01020,981,EPL,EPL LIMITED,254.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE217G01035,3553,EQUIPPP,EQUIPPP SOC IMP TECH LTD,22.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE063P01018,913,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,83.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE406M01024,21154,ERIS,ERIS LIFESCIENCES LIMITED,1444.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE416L01017,20080,EROSMEDIA,EROS INTL MEDIA LTD,17.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE284A01012,955,ESABINDIA,ESAB INDIA LTD,6070.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE818W01011,19878,ESAFSFB,ESAF SMALL FINANCE BANK L,50.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RQZ01017,22767,ESCONET,ESCONET TECHNOLOGIES LTD,330.0,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE042A01014,958,ESCORTS,ESCORTS KUBOTA LIMITED,3778.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0ITO01014,17084,ESFL,ESSEN SPECIALITY FILMS L,298.65,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE0SBP01018,24678,ESPRIT,ESPRIT STONES LIMITED,106.45,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE122M01019,25638,ESSARSHPNG,ESSAR SHIPPING LTD,43.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE418N01035,30323,ESSENTIA,INTEGRA ESSENTIA LIMITED,4.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE778B01029,24265,ESTER,ESTER INDUSTRIES LTD,142.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE04TZ01018,9750,ETHOSLTD,ETHOS LIMITED,3313.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE505V01016,7331,EUROBOND,EURO PANEL PRODUCTS LTD,197.0,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE022C01012,999,EUROTEXIND,EUROTEX INDUSTRIES LTD,14.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE128A01029,11782,EVEREADY,EVEREADY INDS. IND.  LTD.,458.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE295A01018,993,EVERESTIND,EVEREST INDUSTRIES LTD,1149.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE688J01023,17380,EXCEL,EXCEL REALTY N INFRA LTD,0.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE369A01029,11471,EXCELINDUS,EXCEL INDUSTRIES LTD,1588.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE777F01014,22950,EXICOM,EXICOM TELE SYSTEMS LTD,359.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE302A01020,676,EXIDEIND,EXIDE INDUSTRIES LTD,484.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE201K01015,17486,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,1315.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0GFE01018,5352,EXXARO,EXXARO TILES LIMITED,82.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE188A01015,1008,FACT,FACT LTD,999.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0DNW01011,1614,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,1279.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PQK01013,24150,FALCONTECH,FALCON TECHNOPROJ IND LTD,56.3,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE963C01033,12000,FAZE3Q,FAZE THREE LIMITED,489.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE045J01026,6198,FCL,FINEOTEX CHEMICAL LIMITED,359.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE512B01022,11999,FCSSOFT,FCS SOFTWARE SOLN. LTD.,3.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE258B01022,4898,FDC,FDC LIMITED,572.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE171A01029,1023,FEDERALBNK,FEDERAL BANK LTD,187.87,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE007N01010,20322,FEDFINA,FEDBANK FINANCIAL SER L,120.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE623B01027,13812,FEL,FUTURE ENTERPRISES LTD,0.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN9623B01058,17006,FELDVR,FUTURE ENTERPRISES LTD,5.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE901X01013,573,FELIX,FELIX INDUSTRIES LTD.,256.5,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE296C01020,8162,FIBERWEB,FIBERWEB INDIA LIMITED,47.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LQQ01019,9858,FIDEL,FIDEL SOFTECH LIMITED,122.0,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE737H01014,13710,FIEMIND,FIEM INDUSTRIES LIMITED,1622.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE816B01035,24532,FILATEX,FILATEX INDIA LTD,62.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE185E01021,23651,FILATFASH,FILATEX FASHIONS LIMITED,1.34,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE235A01022,1038,FINCABLES,FINOLEX CABLES LTD,1430.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE686Y01026,3744,FINEORG,FINE ORGANIC IND. LTD.,5325.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02NC01014,6579,FINOPB,FINO PAYMENTS BANK LTD,416.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE183A01024,1041,FINPIPE,FINOLEX INDUSTRIES LTD,307.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02RE01045,24814,FIRSTCRY,BRAINBEES SOLUTIONS LTD,612.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00Y201027,20372,FLAIR,FLAIR WRITING INDUST LTD,302.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE060J01017,25516,FLEXITUFF,FLEXITUFF VENTURES INT L,75.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE452O01016,14868,FLFL,FUT LIFESTYLE FASH LTD,2.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE09N301011,13750,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,3168.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE360L01017,21021,FMNL,FUTURE MKT NETWORKS LTD,12.87,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0I7D01019,7385,FOCE,FOCE INDIA LIMITED,1401.0,,,0.05,200,EQUITY,,NSE_EQ
NSE_EQ|INE593W01028,6839,FOCUS,FOCUS LIGHTG & FIXTRS LTD,128.79,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0Q4701019,22517,FONEBOX,FONEBOX RETAIL LIMITED,193.5,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE976E01023,6673,FOODSIN,FOODS & INNS LIMITED,138.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0U2501017,24917,FORCAS,FORCAS STUDIO LIMITED,123.2,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE451A01017,11573,FORCEMOT,FORCE MOTORS LIMITED,8089.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE061F01013,14592,FORTIS,FORTIS HEALTHCARE LTD,543.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE519A01011,1073,FOSECOIND,FOSECO INDIA LTD,4819.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE385O01018,11501,FROG,FROG CELLSAT LIMITED,319.25,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE935Q01015,14628,FSC,FUTURE SUPP CHAIN SOL LTD,3.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE684F01012,14304,FSL,FIRSTSOURCE SOLU. LTD.,313.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE139R01012,11932,FUSION,FUSION MICRO FINANCE LTD,311.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE524A01029,1085,GABRIEL,GABRIEL INDIA LTD,533.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE036B01030,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,144.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE129A01019,4717,GAIL,GAIL (INDIA) LTD,229.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE600K01018,1315,GALAXYSURF,GALAXY SURFACTANTS LTD,2875.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE297H01019,13341,GALLANTT,GALLANTT ISPAT LIMITED,376.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE717W01049,20303,GANDHAR,GANDHAR OIL REFINE IND L,222.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE524B01027,14116,GANDHITUBE,GANDHI SPL. TUBES LTD,780.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE845D01014,6944,GANECOS,GANESHA ECOSPHERE LIMITED,1768.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE388A01029,5614,GANESHBE,GANESH BENZOPLAST LIMITED,165.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE460C01014,14339,GANESHHOUC,GANESH HOUSING CORP LTD,819.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE691Z01023,4957,GANGAFORGE,GANGA FORGING LIMITED,8.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE335W01016,21399,GANGESSECU,GANGES SECURITIES LIMITED,182.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE276A01018,1100,GARFIBRES,GARWARE TECH FIBRES LTD,3648.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE224E01028,17888,GATECH,GACM TECHNOLOGIES LIMITED,1.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE224E01036,27,GATECHDVR,GACM TECHNOLOGIES LIMITED,1.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE079J01017,8510,GATEWAY,GATEWAY DISTRIPARKS LTD,99.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE916G01016,13658,GEECEE,GEECEE VENTURES LIMITED,396.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE669X01024,17924,GEEKAYWIRE,GEEKAY WIRES LIMITED,129.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE854S01022,2191,GENCON,GENERIC ENG CONS PROJ LTD,47.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE727B01026,10905,GENESYS,GENESYS INTL CORPN LTD,824.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE06H201014,17010,GENSOL,GENSOL ENGINEERING LTD,952.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE949P01018,6600,GENUSPAPER,GENUS P&B LIMITED,25.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE955D01029,11905,GENUSPOWER,GENUS POWER INFRASTRU LTD,416.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE007B01023,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,170.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE878A01011,7866,GEPIL,GE POWER INDIA LIMITED,426.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE017A01032,13776,GESHIP,THE GE SHPG.LTD,1331.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE200A01026,16787,GET&D,GE T&D INDIA LIMITED,1609.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE538A01037,1289,GFLLIMITED,GFL LIMITED,80.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R8C01018,24439,GGBL,GANESH GREEN BHARAT LTD,436.95,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE539A01019,1127,GHCL,GHCL LIMITED,671.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PA801013,16696,GHCLTEXTIL,GHCL TEXTILES LIMITED,106.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE289B01019,1139,GICHSGFIN,GIC HOUSING FINANCE LTD,240.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE947T01014,18815,GICL,GLOBE INTL CARRIERS LTD,80.85,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE481Y01014,277,GICRE,GENERAL INS CORP OF INDIA,397.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE047B01011,17839,GILLANDERS,GILLANDERS ARBUTHNOT LTD,88.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE322A01010,1576,GILLETTE,GILLETTE INDIA LTD,9001.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE424C01010,1142,GINNIFILA,GINNI FILAMENTS LTD,30.71,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE162A01010,1145,GIPCL,GUJ IND POW CO. LTD,241.87,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE614Z01017,2365,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,401.0,,,0.05,250,EQUITY,,NSE_EQ
NSE_EQ|INE528A01020,17357,GKWLIMITED,GKW LIMITED,3277.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE068V01023,1186,GLAND,GLAND PHARMA LIMITED,1887.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE159A01016,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,2848.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE935A01035,7406,GLENMARK,GLENMARK PHARMACEUTICALS,1686.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE540A01017,8412,GLFL,GUJARAT LEASE FINANCING L,7.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE291W01029,1415,GLOBAL,GLOBAL EDUCATION LIMITED,206.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0URU01010,24934,GLOBALE,GLOBALE TESSILE LIMITED,54.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PS501019,17167,GLOBALPET,GLOBAL PET INDUSTRIES LTD,102.35,,,0.05,1500,EQUITY,,NSE_EQ
NSE_EQ|INE792H01019,13739,GLOBALVECT,GLOBAL VEC HELICORP LTD,276.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE581X01021,400,GLOBE,GLOBE TEXTILES (I) LTD.,4.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE615I01010,17424,GLOBUSSPR,GLOBUS SPIRITS LTD,1101.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE350Z01018,23590,GLOSTERLTD,GLOSTER LIMITED,791.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE03Q201024,5265,GLS,GLENMARK LIFE SCIENCE LTD,1075.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE075D01018,1168,GMBREW,G M BREWERIES LTD,855.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE131A01031,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,364.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE541A01023,1570,GMMPFAUDLR,GMM PFAUDLER LIMITED,1359.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE776C01039,13528,GMRINFRA,GMR AIRPORTS INFRA LTD,93.42,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0CU601026,8529,GMRP&UI,GMR POW AND URBAN INFRA L,147.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE934S01014,18571,GNA,GNA AXLES LIMITED,441.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE113A01013,1174,GNFC,GUJ NAR VAL FER & CHEM L,695.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE426D01013,14687,GOACARBON,GOA CARBON LIMITED,799.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE077F01035,3963,GOCLCORP,GOCL CORPORATION LIMITED,482.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BJS01011,6964,GOCOLORS,GO FASHION INDIA LTD,1148.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE260B01028,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,6368.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE925Y01036,1610,GODHA,GODHA CABCON INSULAT LTD,0.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE03JT01014,23799,GODIGIT,GO DIGIT GENERAL INS LTD,383.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE850D01014,144,GODREJAGRO,GODREJ AGROVET LIMITED,806.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE102D01028,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,1475.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE233A01035,10925,GODREJIND,GODREJ INDUSTRIES LTD,1203.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE484J01027,17875,GODREJPROP,GODREJ PROPERTIES LTD,2901.95,,,0.05,1,EQUITY,,NSE_EQ
